Entity,Code,Year,Annual CO2 emissions,Population,GDP per capita,Annual nitrous oxide emissions,Annual methane emissions,Annual greenhouse gas emissions,Per Capita CO2,GDP,Carbon emission intensity of economies,CO2 Global Share,Nitrous oxide per population,Methane per population
China,CHN,1963,456779460.0,683903550,1034.0,93523410.0,529941920.0,1279248800.0,0.667900407886463,707156270700.0,0.0006459384989230783,,0.13674941444594052,0.77487815350571
China,CHN,1964,460637100.0,704593800,1152.0,101108696.0,554094500.0,1316041200.0,0.6537626360038933,811692057600.0,0.000567502288197824,,0.14349927007589336,0.7864027472282612
China,CHN,1965,500286370.0,723846340,1253.0,108609910.0,574993860.0,1375529500.0,0.6911499614683415,906979464020.0,0.0005515961384424114,,0.1500455331445069,0.7943590071892883
China,CHN,1966,549459260.0,742948540,1261.0,118406430.0,601480300.0,1448821000.0,0.7395657039719064,936858108940.0,0.0005864914385185617,,0.1593736626765563,0.8095854122009581
China,CHN,1967,460225900.0,761006300,1237.0,118443270.0,598918100.0,1352360100.0,0.6047596452223851,941364793100.0,0.0004888921950059702,,0.1556403278133177,0.7870080707610436
China,CHN,1968,495506560.0,780372000,1178.0,121836776.0,615382300.0,1408463200.0,0.634961992485635,919278216000.0,0.0005390169715497751,,0.15612653452456007,0.7885755767762042
China,CHN,1969,607683300.0,801431000,1264.0,126096530.0,647305000.0,1561292700.0,0.7582478092312376,1013008784000.0,0.0005998795959107892,,0.15733922196670705,0.8076865007717445
China,CHN,1970,807952640.0,822534460,1398.0,132668460.0,677231800.0,1798121700.0,0.9822720862053609,1149903175080.0,0.0007026266711054084,5.422968261157539,0.16129228190634104,0.8233476321466215
China,CHN,1971,909209700.0,843285440,1446.0,136733380.0,696032260.0,1916601600.0,1.07817549891529,1219390746240.0,0.0007456262094849863,,0.16214365090899707,0.8253815694956147
China,CHN,1972,968645570.0,862840400,1431.0,143424910.0,715117500.0,2015358800.0,1.1226242651595821,1234724612400.0,0.0007845033299507912,,0.16622414759438708,0.8287946415119181
China,CHN,1973,1008292600.0,881652100,1513.0,150417740.0,723590850.0,2123453400.0,1.1436399913299136,1333939627300.0,0.0007558757378254551,,0.17060895108172486,0.82072151815892
China,CHN,1974,1028099840.0,899367700,1519.0,149954540.0,730833900.0,2117296600.0,1.1431362722944132,1366139536300.0,0.000752558441273478,,0.16673329495822453,0.8126085693315426
China,CHN,1975,1183215000.0,915124700,1594.0,159892900.0,768112640.0,2336141300.0,1.2929549382723469,1458708771800.0,0.0008111386061934422,,0.17472252688622655,0.8393529756108649
China,CHN,1976,1226421200.0,929375940,1519.0,160123060.0,776965000.0,2404722700.0,1.3196179793507459,1411722052860.0,0.0008687412635620446,,0.17229094611594958,0.8360072243746701
China,CHN,1977,1340831100.0,942581300,1583.0,175885170.0,802318400.0,2565072400.0,1.4225097612269626,1492106197900.0,0.0008986164000170326,,0.186599468926447,0.8511927830522418
China,CHN,1978,1492777900.0,955138940,1744.0,193127980.0,824356800.0,2752453000.0,1.562890839734793,1665762311360.0,0.0008961530044350877,,0.20219883402513147,0.8630752715411226
China,CHN,1979,1525661200.0,968298940,1859.0,204103230.0,831964200.0,2776170200.0,1.5756096975588965,1800067729460.0,0.0008475576640983843,,0.21078534899563145,0.8592018080697269
China,CHN,1980,1494495900.0,982372500,1930.0,215978140.0,830190700.0,2783319300.0,1.5213128421245505,1895978925000.0,0.0007882449959194562,7.663585173944888,0.21985360950148747,0.8450874795456916
China,CHN,1981,1476487800.0,997259500,1962.0,212310030.0,831004100.0,2983762200.0,1.4805452342143646,1956623139000.0,0.0007546102111184325,,0.2128934645395707,0.833287725010391
China,CHN,1982,1606585000.0,1013483200,2128.0,218262350.0,846734460.0,3292336600.0,1.5852112792792223,2156692249600.0,0.0007449301124432436,,0.21535862656628152,0.8354696555404174
China,CHN,1983,1694216800.0,1029226900,2227.0,230658430.0,870459800.0,3558057700.0,1.6461062181721058,2292088306300.0,0.0007391586071720277,,0.22410843517595586,0.845741400657134
China,CHN,1984,1844828000.0,1044172200,2444.0,241455230.0,898571600.0,3844343800.0,1.7667852103321655,2551956856800.0,0.0007229072055368926,,0.2312408144940078,0.8605588235350453
China,CHN,1985,1998083000.0,1060240000,2619.0,234506050.0,916950140.0,3832814000.0,1.8845572700520636,2776768560000.0,0.0007195713134983061,,0.22118204368822153,0.8648514864558968
China,CHN,1986,2104213400.0,1077770500,2748.0,239461310.0,937771260.0,3848975000.0,1.9523761320243966,2961713334000.0,0.0007104716637643365,,0.22218209720900692,0.8701029207980734
China,CHN,1987,2257738500.0,1096851800,2931.0,266019600.0,961045100.0,4019967000.0,2.0583806308199524,3214872625800.0,0.0007022793008597585,,0.24253012120689413,0.87618500512102
China,CHN,1988,2425893600.0,1115889800,3045.0,277646900.0,985402750.0,4252527400.0,2.1739544532085517,3397884441000.0,0.00071394234916537,,0.24881211388436386,0.8830645732221946
China,CHN,1989,2463654400.0,1134414700,3022.0,286579650.0,1012188600.0,4330892300.0,2.1717405460278325,3428201223400.0,0.0007186434632785681,,0.25262335722553664,0.8922562445638266
China,CHN,1990,2484854800.0,1153704200,2982.0,296513630.0,1029899840.0,4353101000.0,2.1538058022151607,3440345924400.0,0.0007222688806891887,10.918848659869195,0.2570100984290427,0.892689685969766
China,CHN,1991,2606096100.0,1170626200,3051.3152,304429100.0,1034586400.0,4355150000.0,2.226241049448577,3571949517578.24,0.0007296004848822491,,0.26005662610319163,0.8837888644556221
China,CHN,1992,2730787600.0,1183813400,3227.7441,309527680.0,1029239040.0,4466670600.0,2.306771996329827,3821046717350.94,0.0007146700372962735,,0.26146661289693124,0.8694267525608343
China,CHN,1993,2921651000.0,1195855600,3506.48,303881860.0,1036495900.0,4645332000.0,2.4431469819600293,4193243744288.0,0.0006967520082704105,,0.2541125032152711,0.8667400144298358
China,CHN,1994,3100002000.0,1207286700,3730.164,316737340.0,1053096100.0,4876124000.0,2.5677430224320372,4503377386018.8,0.0006883726888233432,,0.2623547000062206,0.8722833606963449
China,CHN,1995,3357909000.0,1218144400,3999.7292,362557250.0,1118349300.0,5214522000.0,2.756577134861844,4872247726496.48,0.0006891909419422304,,0.29763076528529786,0.918076132845991
China,CHN,1996,3503233500.0,1228298900,4219.644,379882850.0,1124186800.0,5372103000.0,2.852101797046305,5182984083591.601,0.0006759105263492145,,0.3092755761647267,0.9152387908187494
China,CHN,1997,3510169000.0,1237801500,4310.828,354211300.0,1102456600.0,5331881500.0,2.835809295755418,5335949364642.001,0.0006578340160533934,,0.2861616341553957,0.8906570237635033
China,CHN,1998,3360455400.0,1246836100,4309.847,363181700.0,1100592000.0,5144584700.0,2.695186159592267,5373672825076.699,0.0006253554150744255,,0.2912826312937202,0.8827078394666308
China,CHN,1999,3552842000.0,1255433200,4466.7363,375341300.0,1109369000.0,5312682000.0,2.829972952762441,5607689046665.159,0.0006335661571878423,,0.2989735335978051,0.8836543433772501
China,CHN,2000,3644464000.0,1264099100,4730.3545,365047200.0,1132045700.0,5320384500.0,2.883052444226881,5979636866130.95,0.0006094791509234415,14.318056018980089,0.2887805236155931,0.8955355636278833
China,CHN,2001,3723730700.0,1272739600,4995.1445,364482300.0,1147120900.0,5352862700.0,2.92576006906676,6357518212872.2,0.0005857208072893106,,0.2863761762421787,0.901300548831827
China,CHN,2002,4112459000.0,1280926100,5343.1123,382073440.0,1160096500.0,5720691000.0,3.2105357209912424,6844132000301.029,0.0006008737119358773,,0.298279065435547,0.9056701241390896
China,CHN,2003,4827446000.0,1288873300,5649.4634,387579230.0,1219971700.0,6497212000.0,3.745477542284412,7281442535587.22,0.0006629793446018984,,0.30071166033154695,0.9465412154941839
China,CHN,2004,5223755000.0,1296816800,6067.5913,405178460.0,1301722500.0,7042859500.0,4.028136433766126,7868554333373.84,0.0006638773501053254,,0.3124407857763718,1.00378287819837
China,CHN,2005,5876555300.0,1304887600,6626.592,416554000.0,1374679000.0,7692667000.0,4.503495396844908,8646957731059.199,0.0006796095786257715,,0.3192259624507122,1.0534846066435148
China,CHN,2006,6488804000.0,1313086600,7271.0356,427673200.0,1434222100.0,8353349600.0,4.941642082098774,9547499414482.96,0.0006796338725255001,,0.3257006811279622,1.0922524835757215
China,CHN,2007,6978611700.0,1321513200,7895.713,434947940.0,1460423700.0,8853881000.0,5.28077335890402,10434288952911.6,0.0006688152620167451,,0.3291287139621458,1.105114727571393
China,CHN,2008,7496832000.0,1330167200,8190.1123,438295780.0,1474673700.0,9387365000.0,5.636007262846355,10894218745776.56,0.0006881477391764646,,0.3295042758534416,1.108637846430133
China,CHN,2009,7886532600.0,1339125600,8734.041,418003360.0,1497581800.0,9790906000.0,5.889315087397328,11695977894549.6,0.0006742944173719048,,0.3121464932042222,1.1183281090287573
China,CHN,2010,8616653000.0,1348191400,9658.419,422225250.0,1542378600.0,10509588000.0,6.391268331781378,13021397433396.6,0.0006617302823351708,25.825930296193118,0.3131790115261082,1.1440353350421906
China,CHN,2011,9528556000.0,1357095400,10221.0,427341820.0,1636634600.0,11593448000.0,7.021286786470576,13870872083400.0,0.0006869471467048797,,0.3148944576777727,1.2059834555477824
China,CHN,2012,9779281000.0,1366560800,10680.0,433790460.0,1637858700.0,11780045000.0,7.156125801354759,14594869344000.0,0.0006700492323365879,,0.31743224304399775,1.1985260370413084
China,CHN,2013,9956309000.0,1376100400,11328.0,438215360.0,1662913200.0,11948799000.0,7.235161765813018,15588465331200.0,0.0006386971897786915,,0.3184472295771442,1.208424327178453
China,CHN,2014,9998621000.0,1385189600,11944.0,439206620.0,1679553900.0,12152605000.0,7.21823279643451,16544704582400.0,0.0006043396514094532,,0.317073287295833,1.2125083093318056
China,CHN,2015,9866905000.0,1393715500,12244.0,442793760.0,1686703700.0,12020059000.0,7.0795689651151905,17064652582000.0,0.0005782072006791237,,0.31770742307163835,1.2102209525545207
China,CHN,2016,9764980000.0,1401889700,12569.0,442870050.0,1641051000.0,11802869000.0,6.965583668957693,17620351639300.0,0.000554187578085583,27.488255186114024,0.31590934008574284,1.1705992275997177
China,CHN,2017,10011107000.0,1410276000,12733.932,437334300.0,1652741100.0,12050045000.0,7.098686356429521,17958358685232.0,0.0005574622478296195,27.734105163023457,0.3101054687167618,1.1719274099537962
China,CHN,2018,10353877000.0,1417069400,13101.706,433160540.0,1654236000.0,12387071000.0,7.306541937889563,18566026660396.4,0.0005576786670292833,28.115281627284254,0.3056734835993212,1.167364138975833
France,FRA,1950,202428860.0,41842356,8266.0,25524518.0,108040000.0,308049280.0,4.837893449403279,345868914696.0,0.0005852762459960415,3.371975482703432,0.6100162715502923,2.5820725773663415
France,FRA,1951,228915860.0,42196660,8705.0,26154988.0,113348080.0,342661020.0,5.424975815621426,367321925300.0,0.0006232022763493884,,0.6198355035682919,2.686186063067551
France,FRA,1952,227188020.0,42542396,8869.0,27045068.0,111782060.0,342944160.0,5.340273265285764,377308510124.0,0.0006021280037530458,,0.6357203764451819,2.627545002401839
France,FRA,1953,214738740.0,42883300,9060.0,28156058.0,107815230.0,330472500.0,5.007514347076834,388522698000.0,0.0005527057778230501,,0.6565739576944871,2.5141542278695903
France,FRA,1954,226568030.0,43225644,9428.0,29449264.0,109359540.0,348302600.0,5.241518900215807,407531371632.0,0.0005559523653177564,,0.6812915037194125,2.5299690156148973
France,FRA,1955,239230940.0,43593852,9881.0,30885988.0,111272510.0,365231200.0,5.487721984283472,430750851612.0,0.0005553812351263508,,0.7084941243549664,2.5524817123295276
France,FRA,1956,268770430.0,43959224,10278.0,32427538.0,116713490.0,403072300.0,6.114084952909997,451812904272.0,0.0005948710792868259,,0.7376731218003302,2.6550398159894724
France,FRA,1957,277841470.0,44338090,10779.0,34035216.0,118049840.0,416601760.0,6.2664284816959865,477920272110.0,0.0005813552724460513,,0.7676292776707341,2.662492678417135
France,FRA,1958,266487150.0,44754360,10927.0,35670324.0,114483040.0,405086700.0,5.95443996964765,489030891720.0,0.0005449290719911824,,0.797024558054232,2.558030994075214
France,FRA,1959,262289490.0,45201850,11124.0,37294172.0,112562050.0,391615100.0,5.802627326093954,502825379400.0,0.000521631366962779,,0.8250585318963715,2.490208918440285
France,FRA,1960,296140580.0,45659572,11792.0,40721660.0,112554616.0,429106080.0,6.485837843596081,538417673024.0,0.0005500201699114723,3.154570229795089,0.891853738795449,2.4650825899112676
France,FRA,1961,315707200.0,46143028,12302.0,42600676.0,112625016.0,448289400.0,6.841926368594623,567651530456.0,0.0005561637431795337,,0.9232310458689447,2.440780782743603
France,FRA,1962,332911420.0,46635188,12859.0,45258556.0,115181440.0,471098750.0,7.138631455715371,599681882492.0,0.0005551467031429637,,0.970480830912486,2.4698397270318715
France,FRA,1963,338036200.0,47121244,13330.0,47263856.0,116197224.0,477119460.0,7.173753731968536,628126182520.0,0.0005381660714154941,,1.003026490556998,2.46592012723603
France,FRA,1964,368881730.0,47641948,14057.0,49248704.0,114110160.0,505945280.0,7.742792759019845,669702863036.0,0.000550814025682567,,1.0337256570617137,2.3951615076696697
France,FRA,1965,363497540.0,48168800,14609.0,51356360.0,112738510.0,500210100.0,7.546327498297654,703697999200.0,0.0005165533231773327,,1.0661747853382273,2.340488241351248
France,FRA,1966,380389800.0,48683090,15213.0,53653292.0,111272800.0,515686340.0,7.813591947429796,740615848170.0,0.0005136128276756587,,1.1020929854699033,2.2856560666136847
France,FRA,1967,404666620.0,49181404,15792.0,56829330.0,112699816.0,542294500.0,8.228041232820438,776672731968.0,0.0005210259139323986,,1.155504426022486,2.2915127839782694
France,FRA,1968,418254240.0,49647270,16365.0,59351676.0,113130536.0,558456640.0,8.424516393348517,812477573550.0,0.0005147886583164385,,1.1954670619351275,2.278685937816923
France,FRA,1969,443401400.0,50087056,17352.0,60477736.0,111542104.0,577901900.0,8.852614535779464,869110595712.0,0.0005101783388531272,,1.2074524004764824,2.226964667278508
France,FRA,1970,460449150.0,50523588,18187.0,58094804.0,114770300.0,595721660.0,9.113548111428665,918872494956.0,0.0005011023319639669,3.0905290764653817,1.149855073634121,2.2716181598187366
France,FRA,1971,493421630.0,50970696,18881.0,60499468.0,111767870.0,628279550.0,9.680496220808914,962377711176.0,0.000512710990986119,,1.1869460836869876,2.192786812249925
France,FRA,1972,513987300.0,51410364,19549.0,62155020.0,109608890.0,649050200.0,9.997737032167288,1005021205836.0,0.0005114193581342927,,1.2089978588753039,2.132038785020079
France,FRA,1973,538685200.0,51814076,20441.0,66452324.0,108794390.0,678745300.0,10.39650306607803,1059131527516.0,0.0005086102962711231,,1.2825148903552772,2.0997072301356874
France,FRA,1974,520686050.0,52163550,20902.0,66903188.0,108826660.0,663781900.0,9.981798593078883,1090322522100.0,0.0004775523200209972,,1.2825658529758808,2.0862586998009145
France,FRA,1975,482201440.0,52450030,20653.0,65026670.0,109562390.0,625951900.0,9.19353983210305,1083250469590.0,0.000445143070357965,,1.2397832756244371,2.08889089291274
France,FRA,1976,523484260.0,52685270,21465.0,64172564.0,109398180.0,669147500.0,9.936064862152172,1130889320550.0,0.00046289610352444316,,1.2180361607713124,2.076447173944444
France,FRA,1977,506997660.0,52925440,22177.0,65107170.0,108795464.0,651808100.0,9.579469910878398,1173727482880.0,0.00043195517477018523,,1.230167760532553,2.0556364576279385
France,FRA,1978,528802780.0,53175308,22698.0,66034104.0,107279450.0,670288450.0,9.944517481685297,1206973140984.0,0.00043812307171051617,,1.241818928439493,2.017467392948622
France,FRA,1979,532165100.0,53428780,23326.0,66109160.0,107238930.0,677825540.0,9.960270475949478,1246279722280.0,0.00042700293560616817,,1.2373323890232941,2.0071379133118894
France,FRA,1980,511112160.0,53713836,23537.0,65568490.0,106015690.0,656767400.0,9.515465624164321,1264262557932.0,0.0004042769097235978,2.620918245141353,1.220700193521833,1.9737128809791205
France,FRA,1981,459371870.0,54016748,23655.0,64706236.0,105251680.0,601691000.0,8.50424890443238,1277766173940.0,0.000359511684820646,,1.197892105611393,1.948500861251403
France,FRA,1982,440436220.0,54319652,24120.0,64531230.0,103814000.0,583621950.0,8.108229780264425,1310190006240.0,0.00033616209702588823,,1.1879904900716227,1.911168355791381
France,FRA,1983,423313730.0,54592384,24300.0,66424784.0,103748430.0,573420400.0,7.754080312741059,1326594931200.0,0.0003190979552568337,,1.2167408552812056,1.9004194797574694
France,FRA,1984,412001800.0,54845984,24519.0,68172216.0,103721144.0,567981200.0,7.51197754059805,1344768681696.0,0.00030637373223206695,,1.2429755294389466,1.8911347091520867
France,FRA,1985,405222050.0,55108104,24755.0,68096450.0,101537360.0,561237950.0,7.353220680573587,1364201114520.0,0.00029703981743379467,,1.2356884932931098,1.8425123099862046
France,FRA,1986,390393100.0,55371640,25238.0,67900650.0,100597270.0,539252000.0,7.05041606136282,1397469450320.0,0.0002793571622697052,,1.2262712464359011,1.8167652249418655
France,FRA,1987,387772640.0,55641536,25756.0,65979684.0,97211690.0,527062530.0,6.9691217726268375,1433103401216.0,0.00027058245739349423,,1.1857991123753306,1.7471065140976698
France,FRA,1988,385571070.0,55911476,26763.0,65478900.0,93313030.0,522708770.0,6.8960989332494105,1496358832188.0,0.0002576728667656619,,1.171117357016295,1.6689423473635359
France,FRA,1989,399678370.0,56169944,27576.0,64903308.0,92912060.0,542068350.0,7.115520179261706,1548942375744.0,0.00025803307873736967,,1.1554810878928419,1.6541241344303281
France,FRA,1990,393422900.0,56412896,28129.0,58937316.0,93016200.0,530305180.0,6.9739887135026715,1586838351584.0,0.0002479287821644094,1.7287630264862366,1.0447489878909957,1.6488463914350364
France,FRA,1991,418367140.0,56645216,28294.264,59216544.0,92692480.0,558197200.0,7.385745338141176,1602734695841.024,0.00026103330831087095,,1.04539355980212,1.6363690801355582
France,FRA,1992,406648320.0,56864050,28619.805,56876570.0,91993550.0,543512770.0,7.151237381086996,1627438022510.25,0.0002498702343040771,,1.0002201742577252,1.6177804781755785
France,FRA,1993,388080130.0,57053730,28336.16,57201176.0,90907390.0,523034940.0,6.8020115424530525,1616683621876.8,0.000240047047392909,,1.0025843358532387,1.593364535500133
France,FRA,1994,381908900.0,57230064,28907.977,57854036.0,90364850.0,514580200.0,6.673221613031919,1654405373820.5278,0.0002308436046227628,,1.0109028709106458,1.5789751694144532
France,FRA,1995,386261860.0,57420356,29418.863,59211576.0,90405390.0,519488540.0,6.7269151030690235,1689241586575.228,0.00022865992825994068,,1.031194860582195,1.5744484412461672
France,FRA,1996,401373100.0,57623180,29736.645,61463620.0,90339176.0,537152000.0,6.965479864179659,1713520047431.1,0.0002342389285738071,,1.0666474845713132,1.5677575586769075
France,FRA,1997,393945150.0,57839364,30341.807,60705476.0,89386580.0,524972200.0,6.811021469738153,1754950819490.748,0.0002244764614625013,,1.0495529653472677,1.545428127460046
France,FRA,1998,413634370.0,58080344,31323.078,49463060.0,89071130.0,532834850.0,7.121761709951305,1819255145378.832,0.0002273646833159661,,0.851631663889594,1.5335847528726758
France,FRA,1999,412183140.0,58352210,32284.611,46328670.0,88903736.0,526738370.0,7.063710868877117,1883878400840.31,0.00021879498157425893,,0.7939488495808471,1.523571018132818
France,FRA,2000,406828930.0,58665456,33409.68,45364616.0,91148264.0,520356300.0,6.934727141641923,1959994112014.08,0.00020756640415717608,1.598314432487666,0.7732764576141707,1.5536956535375777
France,FRA,2001,411613950.0,59014776,33920.098,44728200.0,90981210.0,523043230.0,6.974760863279393,2001786985368.0479,0.00020562325212855793,,0.7579152719312194,1.5416683103228248
France,FRA,2002,407790500.0,59372784,34152.773,43374356.0,89574696.0,514896160.0,6.868306865987622,2027745214330.032,0.00020110539387204726,,0.7305427348665341,1.508682766164376
France,FRA,2003,412534600.0,59728260,34292.03,43133130.0,88257060.0,515785280.0,6.906857825759531,2048203283767.8,0.00020141291798005342,,0.7221561451815272,1.4776432462623221
France,FRA,2004,413779940.0,60108436,35093.824,42782196.0,87450190.0,515249920.0,6.883891306038973,2109434873899.264,0.00019615677408192886,,0.7117502774485764,1.454873821704494
France,FRA,2005,416165820.0,60510080,35495.465,41272476.0,86565240.0,513897700.0,6.877627991898209,2147833426787.1997,0.00019376075202559567,,0.6820760441896623,1.4305920600336341
France,FRA,2006,406462370.0,60919150,36166.16,39972692.0,85568180.0,499137150.0,6.67216088865324,2203211725964.0,0.00018448629571547656,,0.6561597133249562,1.4046187446804494
France,FRA,2007,396660500.0,61329380,36845.684,40659060.0,85625100.0,490481660.0,6.467707646808104,2259722955395.92,0.00017553501372937204,,0.662962188758471,1.3961514041068082
France,FRA,2008,390777570.0,61721004,36761.793,39346730.0,85821896.0,483373220.0,6.331354720023673,2268974772800.172,0.00017222649395865085,,0.6374933563945265,1.3904812047451465
France,FRA,2009,371045220.0,62093300,35534.926,37770212.0,83942820.0,458768540.0,5.975607996353874,2206480820595.8,0.00016816154327587102,,0.6082816020407998,1.3518820871172896
France,FRA,2010,376645400.0,62444570,36086.727,38369776.0,83729220.0,466012670.0,6.031675772609212,2253420150222.39,0.00016714388568986075,1.1288858732946279,0.6144613694993816,1.3408566989891995
France,FRA,2011,354602460.0,62775270,36691.0,37060876.0,81278824.0,437755600.0,5.648760411544227,2303287431570.0,0.00015395493204176032,,0.59037382077369,1.294758652571307
France,FRA,2012,356912580.0,63071412,36571.0,37696120.0,80431096.0,442332480.0,5.658864589871557,2306584608252.0,0.00015473639194639352,,0.5976736338168551,1.2752385502325523
France,FRA,2013,358623360.0,63335180,36632.0,38516504.0,80352370.0,448229060.0,5.6623090042532445,2320094313760.0,0.00015457275071667517,,0.6081375943038293,1.2686846394057774
France,FRA,2014,327107260.0,63588496,36527.0,38500004.0,79433100.0,414152860.0,5.144126384118285,2322696993392.0,0.0001408307932246909,,0.6054554899364187,1.2491740644408384
France,FRA,2015,331580000.0,63809770,36827.0,39223236.0,78222860.0,421045340.0,5.196382936343447,2349922399790.0,0.0001411025317387636,,0.6146901328746366,1.2258759121056226
France,FRA,2016,334439780.0,63989320,37124.0,37692164.0,78481760.0,422156640.0,5.226493733641801,2375539515680.0,0.00014078476817265924,0.9414423805299995,0.5890383582760373,1.2264821692119872
France,FRA,2017,337457540.0,64144092,37895.0,38525692.0,77774060.0,425556700.0,5.260929408744301,2430740366340.0,0.00013882911752854731,0.9348699302100354,0.600611697800633,1.2124898424004504
France,FRA,2018,322526820.0,64277812,38515.918,37984468.0,76767830.0,408675500.0,5.017700664733267,2475718936211.416,0.00013027602418130778,0.8758006664220965,0.5909421434569054,1.1943130547131877
Germany,DEU,1950,510681820.0,70964104,6186.0,32562884.0,113144460.0,629678600.0,7.196339997472525,438983947344.0,0.0011633268667107218,8.506724666148727,0.4588641603929784,1.594390031331897
Germany,DEU,1951,576865540.0,70820040,6704.0,33295012.0,121080080.0,703943800.0,8.145512767290162,474777548160.0,0.0012150227874836161,,0.47013545883340363,1.7096866932015289
Germany,DEU,1952,610980600.0,70808376,7257.0,34326444.0,126117780.0,743786050.0,8.62864867851227,513856384632.0,0.001189010428346737,,0.48477942778972927,1.7811138614448663
Germany,DEU,1953,623492030.0,70879450,7818.0,35612628.0,129146616.0,759342300.0,8.796513375879751,554135540100.0,0.0011251615983473716,,0.5024393953395518,1.822060075240426
Germany,DEU,1954,659731900.0,71020740,8364.0,37109012.0,133969460.0,801474000.0,9.289285073627788,594017469360.0,0.0011106271011032745,,0.5225095091940749,1.8863427781800077
Germany,DEU,1955,723498430.0,71222630,9240.0,38771050.0,141350960.0,873551170.0,10.158266129739944,658097101200.0,0.0010993794512705567,,0.5443641999740813,1.9846355013848829
Germany,DEU,1956,766190800.0,71473270,9846.0,40554176.0,146726110.0,923633900.0,10.719962861640443,703725816420.0,0.0010887632400609834,,0.5674033943039125,2.052880888197784
Germany,DEU,1957,777907650.0,71771630,10348.0,42413852.0,149637220.0,940329200.0,10.838651010155406,742692827240.0,0.0010474150570308665,,0.5909556742685097,2.084907643869869
Germany,DEU,1958,756379140.0,72136480,10739.0,44305524.0,149403140.0,920604860.0,10.485390193699498,774673658720.0,0.0009763842251326472,,0.6141902682248981,2.0711176924629537
Germany,DEU,1959,755794560.0,72578950,11440.0,46184636.0,150476850.0,895908350.0,10.413412704372274,830303188000.0,0.0009102633482842897,,0.6363365135483497,2.073285022723531
Germany,DEU,1960,813950200.0,73063700,12282.0,49467300.0,155632660.0,962685630.0,11.140281699393817,897368363400.0,0.0009070413368664563,8.6704195333708,0.6770434566001996,2.1300955193892452
Germany,DEU,1961,834839600.0,73604350,12675.0,51479640.0,158633570.0,987049400.0,11.342258983334546,932935136250.0,0.0008948527797502599,,0.6994102930057803,2.155220037946127
Germany,DEU,1962,883168600.0,74194424,13106.0,54653160.0,163776480.0,1045233700.0,11.903436301358711,972392120944.0,0.0009082432703615681,,0.7366208544189251,2.2073960706265474
Germany,DEU,1963,945498000.0,74796216,13367.0,56499350.0,168626220.0,1115956700.0,12.64098707881158,999801019272.0,0.0009456861733232274,,0.755377116938643,2.2544752798724472
Germany,DEU,1964,968917500.0,75423250,14062.0,59021252.0,170143420.0,1144685400.0,12.846403463123108,1060601741500.0,0.0009135545059823005,,0.7825339268726819,2.2558484287006992
Germany,DEU,1965,960102200.0,76037464,14642.0,61968360.0,169419780.0,1139718000.0,12.626699385976366,1113340547888.0,0.0008623616572856417,,0.8149714198779696,2.2281092909674105
Germany,DEU,1966,951422000.0,76618720,14964.0,64450770.0,169601180.0,1132797800.0,12.417618044258635,1146522526080.0,0.0008298328016745947,,0.8411882892327097,2.21357365406261
Germany,DEU,1967,936229440.0,77173550,14979.0,66968676.0,169882270.0,1120941700.0,12.131480798796996,1155982605450.0,0.0008098992455302088,,0.8677672078063016,2.201301741334952
Germany,DEU,1968,984790850.0,77646130,15723.0,69472376.0,173234830.0,1175982200.0,12.683064178472256,1220830101990.0,0.000806656756247043,,0.8947306968164415,2.2310813172530297
Germany,DEU,1969,1052000830.0,78012490,16641.0,71829520.0,181793760.0,1253082400.0,13.485030794427917,1298205846090.0,0.0008103497863366335,,0.9207438449920007,2.330316081437729
Germany,DEU,1970,1026022340.0,78294590,17277.0,69932730.0,180061630.0,1223780200.0,13.104639030615015,1352695631430.0,0.0007585019986464672,6.886649426702274,0.8932000282522713,2.2997965759830916
Germany,DEU,1971,1037236800.0,78511410,17657.0,70377256.0,178804690.0,1234060200.0,13.211287378484222,1386275966370.0,0.0007482181219054326,,0.8963952628032027,2.277435725584345
Germany,DEU,1972,1041480960.0,78643560,18301.0,70878650.0,174365800.0,1234831000.0,13.243054612481938,1439255791560.0,0.0007236246441441417,,0.9012645154924319,2.217165652216151
Germany,DEU,1973,1085738400.0,78667470,19074.0,73333310.0,173600240.0,1281803400.0,13.80161838177839,1500503322780.0,0.0007235828028614024,,0.9321935737859626,2.2067601767287037
Germany,DEU,1974,1062726900.0,78620536,19228.0,73410830.0,174437820.0,1261905400.0,13.517166812497946,1511715666208.0,0.0007029939053722668,,0.9337360661087327,2.2187309941514517
Germany,DEU,1975,1002447000.0,78513510,19193.0,72170260.0,172590160.0,1198427400.0,12.767828110092136,1506909797430.0,0.0006652335804768476,,0.9192081719439114,2.1982224460478204
Germany,DEU,1976,1090840400.0,78364216,20218.0,72553384.0,172470740.0,1287475300.0,13.920134159193273,1584367719088.0,0.0006885020357697731,,0.9258483999890971,2.2008864352065998
Germany,DEU,1977,1052608500.0,78221280,20837.0,71200100.0,170820050.0,1246581500.0,13.456804849012954,1629896811360.0,0.0006458129696699598,,0.9102395153850716,2.183805353223573
Germany,DEU,1978,1079132500.0,78071550,21447.0,72545550.0,171511580.0,1274947100.0,13.822352700823796,1674400532850.0,0.0006444888656140157,,0.9292187743166365,2.19685122173186
Germany,DEU,1979,1117888300.0,77915730,22305.0,74463896.0,174984240.0,1318690800.0,14.34740199443681,1737910357650.0,0.0006432370318061784,,0.955697854592391,2.245814035240381
